ID,TYPE,MATERIAL,OWNER,POINT,Neighbourhood Boundaries : 2019,Roadway Maintenance Area Polygon,"Edmonton Public School Board (EPSB) Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","Edmonton Catholic School District Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","City of Edmonton - Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)"
542795,Home plate,Plastic,Parks,POINT (-113.5363795812997 53.52405086894932),176,146,6,5,11
465392,Net Post,Metal,Parks,POINT (-113.54452753103604 53.486978444757355),263,185,6,5,2
,Home plate,Wood,Unknown,POINT (-113.5252767500295 53.619009632875176),190,122,1,1,6
518020,Home plate,Plastic,Parks,POINT (-113.62450062969087 53.50837102783138),60,97,5,4,8
485155,Funnel ball,Plastic,School Board,POINT (-113.51295895890082 53.52269586031158),286,9,6,5,11
,Other,Wood,Unknown,POINT (-113.55780839510851 53.41344758903693),210,82,8,6,12
430223,Home plate,Plastic,Parks,POINT (-113.47684099305972 53.54625221296871),154,153,4,5,9
,Frisbee Golf,Metal,Unknown,POINT (-113.40023360122773 53.427348762544305),213,6,9,7,4
465482,Net Post,Metal,Parks,POINT (-113.51163479789325 53.59037073037217),36,223,1,2,5
518046,Pitching Board,Wood,Parks,POINT (-113.6255309427693 53.50767229598149),60,97,5,4,8
532789,Basketball Net,Metal,Parks,POINT (-113.6031283142335 53.51132354555066),208,16,5,4,8
31856,Basketball Net,Metal,Parks,POINT (-113.52268929868045 53.48068652723544),110,13,6,6,2
31621,Tetherball Pole,Metal,Community League,POINT (-113.47700759214464 53.503034562693024),272,67,7,5,3
523568,Basketball Net,Metal,School Board,POINT (-113.429014017957 53.547808303818265),67,103,4,5,11
494991,Home plate,Plastic,Parks,POINT (-113.38467767932654 53.559145781884766),195,176,4,3,10
341326,Basketball Net,Metal,Parks,POINT (-113.40093859624179 53.475921231949044),125,58,7,7,3
535062,Funnel ball,Metal,Parks,POINT (-113.45952699629527 53.44684058421975),118,34,9,7,3
480868,Home plate,Plastic,Parks,POINT (-113.5550476985074 53.544824129992776),139,145,3,5,9
438541,Home plate,Plastic,Parks,POINT (-113.60770452528793 53.4981816376871),64,179,5,4,8
31654,Basketball Net,Metal,Parks,POINT (-113.4465258990985 53.47979500053533),58,240,7,7,3
31987,Chess Table,Wood,Parks,POINT (-113.49299146997427 53.522365292738776),315,12,6,5,11
31899,Basketball Net,Metal,Parks,POINT (-113.5552577563049 53.568144741543385),19,209,3,1,5
364292,Home plate,Plastic,Parks,POINT (-113.48018040735822 53.63622616171296),299,190,1,2,6
431624,Net Post,Metal,Parks,POINT (-113.49715104269671 53.55495882515529),181,220,3,5,9
551000,Basketball Net,Unknown,School Board,POINT (-113.52351263533748 53.49182095653553),51,197,6,5,2
540107,Net Post,Metal,Parks,POINT (-113.60481882147211 53.528513533521526),92,93,5,4,1
465872,Basketball Net,Wood,Parks,POINT (-113.5250685067632 53.55415205267004),179,47,3,5,9
469450,Home plate,Plastic,Parks,POINT (-113.52902418646778 53.61213702474649),170,225,1,1,5
817865,Home plate,Plastic,Parks,POINT (-113.58342120115925 53.40432679940078),387,76,8,6,12
476272,Home plate,Plastic,Parks,POINT (-113.39039674870598 53.612495705913865),336,184,2,3,7
535538,Home plate,Plastic,Parks,POINT (-113.49589095414505 53.567649709507734),4,151,3,1,5
465995,Home plate,Plastic,Parks,POINT (-113.39056407478024 53.57399720724107),243,177,4,3,10
486565,Home plate,Plastic,Parks,POINT (-113.55156876543835 53.50983022455017),228,23,5,5,8
498173,Net Post,Metal,Community League,POINT (-113.51052162985286 53.49442401937779),50,19,6,5,2
527115,Net Post,Metal,Community League,POINT (-113.50380324117425 53.44822641613849),163,109,8,6,2
340462,Basketball Net,Metal,Parks,POINT (-113.54679456212592 53.559268215602785),104,48,3,1,5
470866,Home plate,Plastic,Parks,POINT (-113.5257913083033 53.46360640522673),273,171,6,6,2
31666,Tetherball Pole,Metal,Parks,POINT (-113.48241038030659 53.56287197060067),42,150,4,3,10
514189,Home plate,Plastic,Parks,POINT (-113.6489441305538 53.51772210390752),34,94,3,4,1
551135,Basketball Net,Unknown,School Board,POINT (-113.54378696510896 53.57752333515488),48,107,3,1,5
535061,Tetherball Pole,Metal,Parks,POINT (-113.45894659912032 53.445784896386535),118,34,9,7,3
31651,Basketball Net,Metal,Parks,POINT (-113.42587438993199 53.46826682004355),21,57,7,7,3
471773,Home plate,Plastic,Parks,POINT (-113.52785944075656 53.44259602752726),309,108,8,6,2
,Home plate,Plastic,Unknown,POINT (-113.5080938502196 53.4853209268879),26,19,6,5,2
,Basketball Net,Metal,Unknown,POINT (-113.426173609629 53.471512861779175),21,57,7,7,3
495014,Net Post,Metal,Parks,POINT (-113.38754329311702 53.553414653816155),195,176,4,3,10
31549,Basketball Net,Metal,Parks,POINT (-113.64205496840565 53.499204565372644),69,25,5,4,8
31668,Tetherball Pole,Metal,School Board,POINT (-113.49639167445544 53.566570900015705),4,151,3,1,5
527701,Funnel ball,Metal,Parks,POINT (-113.43322526426942 53.52353965091938),266,75,7,5,11
31623,Chin-up Bar,Metal,School Board,POINT (-113.45296374999963 53.52216129933302),22,80,7,5,11
340159,Home plate,Plastic,Parks,POINT (-113.42127247288855 53.6208277310118),153,183,2,2,7
516402,Chess Table,Metal,Parks,POINT (-113.41282251177398 53.56808372322072),252,175,4,3,10
430616,Home plate,Plastic,Parks,POINT (-113.58027875852314 53.54712866211157),84,188,3,1,1
422603,Net Post,Metal,Community League,POINT (-113.59715459589125 53.54801382050472),30,87,3,1,1
522989,Basketball Net,Metal,School Board,POINT (-113.6085983814919 53.5153593414164),9,98,5,4,8
433036,Net Post,Metal,School Board,POINT (-113.56767515340101 53.51709505546024),172,23,5,5,8
,Home plate,Plastic,Unknown,POINT (-113.57000888206638 53.521672720140316),32,115,5,5,1
540106,Net Post,Metal,Parks,POINT (-113.60462330006226 53.528512759598065),92,93,5,4,1
,Pitching Board,Plastic,Unknown,POINT (-113.5091997536444 53.48565737912537),26,19,6,5,2
,Other,Metal,Unknown,POINT (-113.46851312365094 53.54317465036679),352,153,4,5,9
31562,Basketball Net,Metal,School Board,POINT (-113.62411032257619 53.49359710172552),137,43,5,4,8
429500,Basketball Net,Metal,Parks,POINT (-113.44139554594453 53.44863684012328),117,34,9,7,3
551096,Basketball Net,Metal,Parks,POINT (-113.4336618317928 53.52348058011195),266,75,7,5,11
429493,Basketball Net,Metal,Parks,POINT (-113.44945460093729 53.44665944278051),117,34,9,7,3
550981,Basketball Net,Unknown,Parks,POINT (-113.54457529971745 53.48721318765509),263,185,6,5,2
509702,Basketball Net,Unknown,School Board,POINT (-113.41265133505769 53.44893511716457),250,7,9,7,4
532077,Net Post,Metal,Parks,POINT (-113.52352396273389 53.48130435831034),110,13,6,6,2
31725,Basketball Net,Metal,Parks,POINT (-113.47048842716016 53.619248853140135),106,163,1,2,6
32029,Funnel ball,Metal,Parks,POINT (-113.4977501472203 53.60577072711313),151,226,1,2,5
758548,Mileage Marker,Other,Citizen Services,POINT (-113.52409612257772 53.53672694455101),344,144,4,5,9
494974,Net Post,Metal,Parks,POINT (-113.38226074244051 53.55989688225419),195,176,4,3,10
597348,Chess Table,Metal,Parks,POINT (-113.57578579045425 53.49348540275343),259,178,6,6,12
501897,Home plate,Plastic,Parks,POINT (-113.58482748416507 53.53166355395481),91,187,5,1,1
817862,Home plate,Plastic,Parks,POINT (-113.53297558020658 53.398392193962984),291,111,8,6,2
530659,Basketball Net,Plastic,Parks,POINT (-113.36761253297811 53.502610060396904),295,39,7,5,3
364664,Home plate,Plastic,Parks,POINT (-113.60698801253294 53.524321209148425),92,93,5,4,1
465877,Basketball Net,Metal,Parks,POINT (-113.5148440873553 53.555948015742196),179,220,3,5,9
723602,Home plate,Wood,Parks,POINT (-113.38565874801048 53.55800555146581),195,176,4,3,10
523132,Basketball Net,Metal,Parks,POINT (-113.47441747325902 53.6075926021661),1,162,1,2,6
31850,Basketball Net,Metal,Parks,POINT (-113.52309860563436 53.480788119819536),110,13,6,6,2
427744,Home plate,Plastic,Parks,POINT (-113.57141202665511 53.53440761344581),75,85,5,5,1
534224,Home plate,Plastic,Parks,POINT (-113.58618957665612 53.50952914941088),68,16,5,4,8
760446,Mileage Marker,Metal,Citizen Services,POINT (-113.45672820347156 53.55374386705347),289,1,4,5,11
613512,Funnel ball,Plastic,Parks,POINT (-113.40030353645744 53.46296401412693),108,65,9,7,4
529572,Home plate,Plastic,Parks,POINT (-113.64408075436098 53.507550055249894),135,97,5,4,8
31876,Tetherball Pole,Metal,School Board,POINT (-113.55564444015299 53.54429873192179),139,145,3,5,9
31560,Basketball Net,Metal,Parks,POINT (-113.63802399526317 53.52652354421904),65,159,3,4,1
437495,Basketball Net,Plastic,Parks,POINT (-113.44368911686446 53.45579593137544),55,238,9,7,3
31878,Basketball Net,Plastic,Parks,POINT (-113.57148607456064 53.554420511138424),7,195,3,1,9
495004,Frisbee Golf,Metal,Parks,POINT (-113.39257508637098 53.55554754287515),195,176,4,3,10
815421,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.63656664208065 53.50580371198725),135,97,5,4,8
526499,Net Post,Metal,Parks,POINT (-113.45253844970624 53.52344605955653),22,80,7,5,11
,Skateboard Fixture,Other,Unknown,POINT (-113.41338836775753 53.5490057661636),239,30,4,5,11
32004,Funnel ball,Unknown,Parks,POINT (-113.46467099028904 53.57476914434391),35,154,4,3,10
459925,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.68366388376184 53.521501928675356),222,158,3,4,1
551080,Basketball Net,Metal,Parks,POINT (-113.47484090580674 53.52396629780481),269,80,4,5,11
,Basketball Net,Metal,Unknown,POINT (-113.50730747865961 53.475948261553924),142,20,6,6,2
340095,Basketball Net,Metal,Parks,POINT (-113.43553597645435 53.570073651075894),8,168,4,3,10
,Tetherball Pole,Metal,Unknown,POINT (-113.58880759724069 53.51375037450618),241,116,5,4,8
527717,Basketball Net,Metal,Parks,POINT (-113.43010554126487 53.52058570293773),266,75,7,5,11
422332,Basketball Net,Metal,Parks,POINT (-113.51370787236138 53.41963240221342),126,100,8,6,2
,Home plate,Plastic,Unknown,POINT (-113.44075900902959 53.42721989443585),213,21,9,7,4
501026,Home plate,Plastic,Parks,POINT (-113.45120936370489 53.56279203698996),130,153,4,3,10
31619,Basketball Net,Metal,Community League,POINT (-113.588030643064 53.50883228900868),68,16,5,4,8
518022,Pitching Board,Plastic,Parks,POINT (-113.6256781839368 53.50836111847756),60,97,5,4,8
516663,Funnel ball,Metal,School Board,POINT (-113.46893015475197 53.52247111637176),269,80,4,5,11
32017,Funnel ball,Plastic,School Board,POINT (-113.50572763882806 53.590895132165926),36,223,1,2,5
551147,Basketball Net,Metal,Parks,POINT (-113.5478145418598 53.61816008854104),351,121,1,1,5
31965,Tetherball Pole,Unknown,School Board,POINT (-113.50605250166997 53.473623744542955),143,20,6,6,2
518042,Home plate,Plastic,Parks,POINT (-113.62392485934606 53.506749512179304),60,97,5,4,8
478684,Home plate,Plastic,Parks,POINT (-113.50320464730326 53.457219086000315),281,173,6,6,2
342098,Home plate,Plastic,Parks,POINT (-113.50895576272498 53.58852496639751),36,223,1,2,5
815413,Outdoor Exercise Equipment,Metal,School Board,POINT (-113.42927506067333 53.521046134750996),266,75,7,5,11
476270,Pitching Board,Plastic,Parks,POINT (-113.39040127136326 53.61262066517386),336,184,2,3,7
434346,Chess Table,Metal,Parks,POINT (-113.57014130433174 53.55413332878282),7,195,3,1,9
475142,Net Post,Metal,Parks,POINT (-113.54442502388297 53.49951751776899),277,185,6,5,2
32044,Basketball Net,Plastic,Parks,POINT (-113.47546497908924 53.590520107307064),38,152,1,2,10
31594,Basketball Net,Metal,Parks,POINT (-113.5247859313785 53.45893785838587),140,171,6,6,2
414414,Pitching Board,Plastic,Parks,POINT (-113.47951940011711 53.460069752202536),115,237,9,7,3
31610,Basketball Net,Wood,School Board,POINT (-113.57442686038605 53.494794826948265),259,178,6,6,12
437490,Basketball Net,Plastic,Parks,POINT (-113.44407700729995 53.45579987458369),55,238,9,7,3
760433,Mileage Marker,Metal,Citizen Services,POINT (-113.46239810114508 53.55378281927909),289,1,4,5,11
528910,Home plate,Plastic,Parks,POINT (-113.68504920213324 53.534838800174896),177,158,3,4,1
342869,Skateboard Fixture,Metal,Parks,POINT (-113.45953827544835 53.62192091753564),169,167,2,2,6
31542,Basketball Net,Wood,Parks,POINT (-113.59753527832153 53.468512039077986),138,79,6,6,12
430617,Net Post,Metal,School Board,POINT (-113.58233111128318 53.547608738238054),84,188,3,1,1
613565,Home plate,Plastic,Parks,POINT (-113.40226673790816 53.44879552160303),265,7,9,7,4
31858,Tetherball Pole,Metal,School Board,POINT (-113.53168214298032 53.509678736437046),283,17,6,5,11
31567,Tetherball Pole,Metal,School Board,POINT (-113.62120470943354 53.51605179444251),10,96,3,4,8
463820,Funnel ball,Plastic,School Board,POINT (-113.38509850710476 53.480809894752106),76,135,7,7,4
537048,Basketball Net,Metal,Parks,POINT (-113.46184999527104 53.530507957369906),342,126,4,5,11
528201,Home plate,Plastic,Parks,POINT (-113.44742875807837 53.6076853718741),167,166,2,3,6
31813,Tetherball Pole,Metal,Parks,POINT (-113.37844767653381 53.603824929518275),105,210,2,3,7
32013,Basketball Net,Metal,Parks,POINT (-113.51380037082427 53.59252283875043),37,224,1,2,5
821188,Bike Bump Fixture,Unknown,Parks,POINT (-113.39920170766005 53.461442495229),108,65,9,7,4
476279,Pitching Board,Plastic,Parks,POINT (-113.39144116589992 53.61322767738755),336,184,2,3,7
597037,Home plate,Plastic,Parks,POINT (-113.5463654902399 53.619843902930135),351,121,1,1,5
518636,Basketball Net,Metal,School Board,POINT (-113.42292716996292 53.55499246946387),41,31,4,5,11
759246,Mileage Marker,Plastic,Citizen Services,POINT (-113.38067463004666 53.56925026508098),195,176,4,3,10
498330,Basketball Net,Metal,School Board,POINT (-113.39240221997376 53.561492590126235),232,176,4,3,10
523569,Basketball Net,Metal,School Board,POINT (-113.42914860838093 53.54779269505209),67,103,4,5,11
532911,Funnel ball,Plastic,Parks,POINT (-113.53957480950777 53.57876246341155),18,106,3,1,5
527123,Home plate,Plastic,Parks,POINT (-113.50387038224889 53.450652611035835),163,109,8,6,2
538507,Home plate,Plastic,Parks,POINT (-113.68728827724361 53.49339535838106),361,5,5,4,8
514380,Home plate,Plastic,Parks,POINT (-113.54006339845695 53.47357893267427),255,170,6,6,2
338238,Home plate,Plastic,Parks,POINT (-113.4732578925776 53.61025628710126),1,162,1,2,6
550859,Basketball Net,Unknown,Parks,POINT (-113.4536077896438 53.499532926895306),94,241,7,5,3
31709,Funnel ball,Metal,School Board,POINT (-113.47526059349582 53.60698544144167),1,162,1,2,6
533848,Net Post,Metal,Citizen Services,POINT (-113.49812748120533 53.51134627107488),13,10,6,5,11
31660,Funnel ball,Plastic,Parks,POINT (-113.39986715188805 53.475307455799665),125,58,7,7,3
337672,Home plate,Plastic,Parks,POINT (-113.42917810322915 53.61113691253953),11,182,2,3,7
31638,Basketball Net,Metal,Parks,POINT (-113.44275546894355 53.46122944720678),53,56,9,7,3
336639,Basketball Net,Metal,School Board,POINT (-113.44882295145199 53.59182162436397),242,156,2,3,10
344881,Home plate,Plastic,Parks,POINT (-113.48160598948338 53.604514439657706),2,161,1,2,10
495008,Frisbee Golf,Metal,Parks,POINT (-113.3870469779222 53.557883610596875),195,176,4,3,10
498014,Net Post,Metal,Community League,POINT (-113.53120675248209 53.48496356276708),148,197,6,5,2
527711,Basketball Net,Metal,Parks,POINT (-113.43603201645385 53.52358043953985),266,75,7,5,11
531148,Home plate,Plastic,Parks,POINT (-113.47071699513631 53.51543261734892),157,74,7,5,3
485147,Net Post,Metal,Parks,POINT (-113.51314407445244 53.51938073478092),286,9,6,5,11
525999,Home plate,Plastic,Parks,POINT (-113.44952150270042 53.531780575180505),152,91,7,5,11
,Basketball Net,Metal,Parks,POINT (-113.52411752713932 53.544116986856714),182,144,4,5,9
448847,Home plate,Plastic,Parks,POINT (-113.50718177071882 53.52861242461883),288,3,6,5,11
551028,Basketball Net,Metal,Parks,POINT (-113.48489957099562 53.507061269445806),272,67,7,5,3
,Other,Metal,Unknown,POINT (-113.51048764006917 53.542952733623345),338,222,4,5,9
433044,Basketball Net,Metal,Parks,POINT (-113.56687502336678 53.516612149534275),172,23,5,5,8
31695,Tetherball Pole,Metal,Community League,POINT (-113.45642128137509 53.5872630728969),242,156,2,3,10
550942,Basketball Net,Metal,Parks,POINT (-113.60312410826619 53.511415679635455),208,16,5,4,8
470867,Home plate,Plastic,Parks,POINT (-113.52579306546897 53.463125768922765),273,171,6,6,2
476743,Basketball Net,Metal,Parks,POINT (-113.34264670060837 53.65695199797),369,234,2,3,7
481749,Basketball Net,Metal,Community League,POINT (-113.45719813901331 53.58183084518299),207,154,4,3,10
462604,Net Post,Metal,Parks,POINT (-113.55921030246722 53.56092004056198),19,209,3,1,5
,Funnel ball,Metal,Unknown,POINT (-113.40826636593823 53.48320410335011),275,58,7,7,3
,Basketball Net,Metal,Unknown,POINT (-113.68350940828522 53.502380942405644),393,142,5,4,8
572764,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.45871058853223 53.60310612310567),15,165,2,3,10
476175,Home plate,Plastic,Parks,POINT (-113.37488985463163 53.610979366264075),321,210,2,3,7
31735,Basketball Net,Metal,Parks,POINT (-113.45725767854131 53.60750677427107),167,166,2,3,6
31704,Funnel ball,Metal,School Board,POINT (-113.45567076918432 53.595970334738205),237,164,2,3,10
345927,Home plate,Plastic,Parks,POINT (-113.48011975327266 53.51396264879513),156,66,7,5,3
750585,Net Post,Metal,Community League,POINT (-113.60422683716783 53.50588323967119),221,179,5,4,8
341197,Basketball Net,Metal,Parks,POINT (-113.46147427175069 53.610911876782666),167,166,2,3,6
550910,Basketball Net,Unknown,School Board,POINT (-113.50104728996556 53.48402213960862),26,19,6,5,2
428609,Home plate,Plastic,Parks,POINT (-113.56013766432817 53.57566748681747),49,215,3,1,5
31603,Basketball Net,Metal,Parks,POINT (-113.58166959450138 53.48177339055482),72,178,6,6,12
342868,Skateboard Fixture,Metal,Parks,POINT (-113.4594348816455 53.62191268591963),169,167,2,2,6
760445,Mileage Marker,Metal,Citizen Services,POINT (-113.46602329887854 53.55354186271526),289,1,4,5,11
538920,Basketball Net,Metal,School Board,POINT (-113.62165745614959 53.516049932812),10,96,3,4,8
514308,Home plate,Plastic,Parks,POINT (-113.46198343278024 53.5054914301324),223,67,7,5,3
422047,Basketball Net,Metal,Parks,POINT (-113.47924558316352 53.57588937010482),42,155,4,3,10
522986,Basketball Net,Metal,Parks,POINT (-113.60815931454528 53.515176022747575),9,98,5,4,8
414406,Home plate,Plastic,Parks,POINT (-113.47881939661579 53.46245869859455),115,237,9,7,3
498120,Funnel ball,Plastic,School Board,POINT (-113.42531488540826 53.575743940678194),236,174,4,3,10
501028,Funnel ball,Plastic,School Board,POINT (-113.44886092863446 53.56058120823012),130,153,4,3,10
760430,Mileage Marker,Metal,Citizen Services,POINT (-113.45134508115275 53.55284804270393),289,1,4,5,11
501022,Net Post,Metal,Parks,POINT (-113.45237281090293 53.56361589740855),130,153,4,3,10
437481,Home plate,Plastic,Parks,POINT (-113.43914609638432 53.45540113849882),55,238,9,7,3
413123,Tetherball Pole,Metal,School Board,POINT (-113.4536589012962 53.45589705341322),52,238,9,7,3
414398,Other,Plastic,Parks,POINT (-113.47641868939394 53.46211612142509),115,237,9,7,3
550990,Basketball Net,Metal,School Board,POINT (-113.52211965417838 53.488696743844855),51,197,6,5,2
515902,Basketball Net,Metal,Parks,POINT (-113.43552333749905 53.59370230604216),215,169,2,3,7
31633,Funnel ball,Plastic,Parks,POINT (-113.44242361128421 53.45016559081089),117,34,9,7,3
31764,Frisbee Golf,Metal,Parks,POINT (-113.39231040552303 53.55396613532858),195,176,4,3,10
485146,Net Post,Metal,Parks,POINT (-113.51333250994506 53.51938110833611),286,9,6,5,11
31871,Basketball Net,Metal,Parks,POINT (-113.58191902166017 53.54768190268799),84,188,3,1,1
477521,Home plate,Plastic,Parks,POINT (-113.40320937195261 53.545354602935085),394,30,4,5,11
,Home plate,Plastic,Unknown,POINT (-113.37152369462204 53.45506635695668),230,134,7,7,4
597489,Home plate,Plastic,School Board,POINT (-113.5755438606613 53.47289978563828),194,160,6,6,12
466180,Net Post,Metal,Community League,POINT (-113.50277366285486 53.501549371649915),16,10,6,5,2
,Home plate,Plastic,Unknown,POINT (-113.40653540359584 53.60363173875215),202,184,2,3,7
363513,Basketball Net,Metal,Parks,POINT (-113.44896257822029 53.62111281007964),278,167,2,2,6
,Home plate,Plastic,Unknown,POINT (-113.41048572236522 53.5856753181173),233,29,2,3,7
516407,Home plate,Plastic,Parks,POINT (-113.40347541096905 53.563843355069615),252,175,4,3,10
342376,Home plate,Plastic,Parks,POINT (-113.50471965468618 53.623637441063934),191,236,1,2,6
339147,Home plate,Plastic,Parks,POINT (-113.59231570227135 53.536333273781096),31,186,5,1,1
551229,Basketball Net,Metal,School Board,POINT (-113.39230450803561 53.561305383814954),232,176,4,3,10
31817,Basketball Net,Metal,Parks,POINT (-113.37220663924528 53.61060399485579),321,210,2,3,7
31698,Funnel ball,Plastic,Parks,POINT (-113.44873099983447 53.59164435620771),242,156,2,3,10
469838,Home plate,Plastic,Parks,POINT (-113.50250273465919 53.63155342732545),248,140,1,2,6
,Basketball Net,Plastic,Unknown,POINT (-113.54486966534094 53.610720953994736),189,216,1,1,5
551595,Basketball Net,Metal,Parks,POINT (-113.63807908662508 53.49807689314536),69,25,5,4,8
434537,Home plate,Plastic,Parks,POINT (-113.42812927639939 53.44695961458464),245,14,9,7,3
433421,Home plate,Plastic,Parks,POINT (-113.59582657015478 53.55551972008236),57,87,3,1,1
739036,Pitching Board,Plastic,Parks,POINT (-113.40258192959712 53.54426731864822),394,30,4,5,11
572763,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.45810979653305 53.603184610981174),15,165,2,3,10
427741,Net Post,Metal,Community League,POINT (-113.56884285481881 53.533219021454315),75,85,5,5,1
360284,Home plate,Plastic,Parks,POINT (-113.61929898314744 53.516828326658306),10,96,3,4,8
31630,Tetherball Pole,Metal,School Board,POINT (-113.44078309494324 53.44863494010149),117,34,9,7,3
412049,Net Post,Metal,Community League,POINT (-113.57541458170328 53.49121427473487),259,178,6,6,12
522985,Basketball Net,Metal,Parks,POINT (-113.60802928171928 53.51524374194508),9,98,5,4,8
619304,Basketball Net,Unknown,Parks,POINT (-113.47357556283067 53.62683898948452),106,163,1,2,6
31924,Tetherball Pole,Metal,School Board,POINT (-113.52837851659 53.595760764074335),253,49,1,1,5
540112,Net Post,Metal,Parks,POINT (-113.60440625830728 53.52818871848698),92,93,5,4,1
434534,Home plate,Plastic,Parks,POINT (-113.42761883884475 53.4493795944616),245,14,9,7,3
31554,Tetherball Pole,Metal,School Board,POINT (-113.64612369438134 53.506077167495114),135,97,5,4,8
532914,Home plate,Plastic,Parks,POINT (-113.5380443288613 53.579100020839654),18,106,3,1,5
494987,Net Post,Metal,Parks,POINT (-113.38288862324279 53.5595727448025),195,176,4,3,10
476746,Home plate,Plastic,Parks,POINT (-113.34211275911805 53.65676598925752),369,234,2,3,7
550967,Basketball Net,Unknown,Parks,POINT (-113.56799080597084 53.49166129854944),240,180,6,6,12
459504,Net Post,Metal,Citizen Services,POINT (-113.49838413976812 53.51142315191072),13,10,6,5,11
,Home plate,Plastic,Unknown,POINT (-113.63826251541556 53.48975381598058),61,43,5,4,8
31940,Funnel ball,Plastic,Parks,POINT (-113.51311188351838 53.4199413743636),126,100,8,6,2
354296,Home plate,Plastic,Parks,POINT (-113.54484038985278 53.57786596554664),48,107,3,1,5
708570,Home plate,Plastic,Parks,POINT (-113.3903364136973 53.574849198120674),243,177,4,3,10
481514,Net Post,Metal,Community League,POINT (-113.5248779149569 53.49368622498565),51,197,6,5,2
817868,Home plate,Plastic,Parks,POINT (-113.58407354139193 53.47336136308636),71,64,6,6,12
431621,Net Post,Metal,Parks,POINT (-113.50344303036925 53.55550461768124),181,220,3,5,9
459919,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.54194343672907 53.49956736760637),277,185,6,5,2
532069,Net Post,Metal,Parks,POINT (-113.52352769158041 53.48097155252446),110,13,6,6,2
540116,Net Post,Metal,Parks,POINT (-113.60484899729757 53.528190810492426),92,93,5,4,1
522712,Net Post,Metal,Parks,POINT (-113.4568723291455 53.59302106006464),237,164,2,3,10
437491,Basketball Net,Plastic,Parks,POINT (-113.44397417279085 53.45573028348134),55,238,9,7,3
452244,Home plate,Plastic,Parks,POINT (-113.54978862703622 53.597557841960615),86,50,1,1,5
439319,Basketball Net,Metal,Parks,POINT (-113.40441132197185 53.4473042812533),250,7,9,7,4
581764,Basketball Net,Metal,Parks,POINT (-113.47640505336598 53.551626088308836),154,153,4,5,9
351695,Skateboard Fixture,Metal,Parks,POINT (-113.47280836086217 53.5412830399701),352,153,4,5,9
526919,Tetherball Pole,Metal,School Board,POINT (-113.58403622129345 53.522627640748084),39,83,5,4,1
515011,Home plate,Plastic,Parks,POINT (-113.63736927667671 53.52578409212251),65,159,3,4,1
514776,Basketball Net,Metal,Parks,POINT (-113.4981953833139 53.61646440364075),192,236,1,2,6
31914,Tetherball Pole,Metal,School Board,POINT (-113.53985209244928 53.56622654597991),104,48,3,1,5
535313,Home plate,Plastic,Parks,POINT (-113.3837984952574 53.45895746853375),230,134,7,7,4
31996,Basketball Net,Metal,Parks,POINT (-113.45890939321127 53.54739419721179),289,1,4,5,11
587329,Home plate,Plastic,Parks,POINT (-113.5828645317135 53.460491991009974),284,69,8,6,12
550874,Basketball Net,Metal,School Board,POINT (-113.53976190315738 53.47542788725123),255,170,6,6,2
31590,Basketball Net,Metal,Parks,POINT (-113.52522600044524 53.45877945164424),140,171,6,6,2
759236,Mileage Marker,Plastic,Citizen Services,POINT (-113.38090866831826 53.571318650828076),195,176,4,3,10
597346,Home plate,Plastic,Parks,POINT (-113.5733710573999 53.49311328388924),259,178,6,6,12
498332,Basketball Net,Metal,School Board,POINT (-113.39241331260915 53.56124628546087),232,176,4,3,10
484423,Tetherball Pole,Metal,School Board,POINT (-113.40867709368088 53.585506048253855),233,29,2,3,7
550941,Basketball Net,Metal,Parks,POINT (-113.60352859031559 53.5114154140722),208,16,5,4,8
550866,Basketball Net,Unknown,Parks,POINT (-113.45322748867179 53.4992028684223),94,241,7,5,3
31869,Basketball Net,Metal,Community League,POINT (-113.59774956005359 53.54813282926158),30,87,3,1,1
430620,Basketball Net,Metal,School Board,POINT (-113.58229391837193 53.54785216235526),84,188,3,1,1
,Home plate,Plastic,Unknown,POINT (-113.3698358727696 53.45505768707835),230,134,7,7,4
363248,Basketball Net,Metal,Parks,POINT (-113.6344221371498 53.5056141883256),135,97,5,4,8
427740,Net Post,Metal,Community League,POINT (-113.56865458525039 53.53321868127164),75,85,5,5,1
538114,Basketball Net,Metal,School Board,POINT (-113.43484633583552 53.53934447036354),184,125,4,5,11
746694,Other,Metal,Citizen Services,POINT (-113.49955707674242 53.510866621263666),13,10,6,5,11
530651,Skateboard Fixture,Plastic,Parks,POINT (-113.36817725862822 53.50235812080011),295,39,7,5,3
474521,Skateboard Fixture,Metal,Parks,POINT (-113.45797128566501 53.42886952814346),128,28,9,7,4
518641,Home plate,Plastic,Parks,POINT (-113.42313784660625 53.55581203079675),41,31,4,5,11
336774,Home plate,Plastic,Parks,POINT (-113.41169960454654 53.57576058305609),33,177,4,3,10
480878,Home plate,Plastic,Parks,POINT (-113.56113099249225 53.549188378398796),139,196,3,5,9
459505,Net Post,Metal,Citizen Services,POINT (-113.49826770455404 53.5114114028945),13,10,6,5,11
