ID,TYPE,MATERIAL,OWNER,POINT,Neighbourhood Boundaries : 2019,Roadway Maintenance Area Polygon,"Edmonton Public School Board (EPSB) Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","Edmonton Catholic School District Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","City of Edmonton - Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)"
526502,Net Post,Metal,Parks,POINT (-113.45253248597392 53.523206872769904),22,80,7,5,11
551033,Basketball Net,Metal,Parks,POINT (-113.48504537490045 53.50686624208115),272,67,7,5,3
434358,Basketball Net,Metal,Parks,POINT (-113.56777491686083 53.55241895308848),7,195,3,1,9
538115,Tetherball Pole,Metal,School Board,POINT (-113.4351054563654 53.53980522379286),184,125,4,5,11
430618,Net Post,Metal,School Board,POINT (-113.58233308852957 53.54770705348239),84,188,3,1,1
32008,Basketball Net,Metal,Parks,POINT (-113.5140339856802 53.59239754980084),37,224,1,2,5
758533,Mileage Marker,Other,Citizen Services,POINT (-113.5278248952911 53.53533217800548),344,144,4,5,9
341199,Basketball Net,Metal,Parks,POINT (-113.46179492138532 53.61092906518455),167,166,2,3,6
469448,Basketball Net,Wood,Parks,POINT (-113.52768417552744 53.61218711882737),170,225,1,1,5
336644,Basketball Net,Metal,School Board,POINT (-113.44350839948612 53.588646503259405),242,156,2,3,10
484541,Home plate,Plastic,Parks,POINT (-113.43774930074242 53.571549535264296),226,174,4,3,10
473845,Home plate,Plastic,Parks,POINT (-113.51418531692664 53.5946455738123),37,224,1,2,5
31690,Basketball Net,Unknown,School Board,POINT (-113.47822767841406 53.604986920297186),2,161,1,2,10
31770,Tetherball Pole,Metal,Parks,POINT (-113.40669395366322 53.56736267581382),252,175,4,3,10
723848,Home plate,Plastic,Parks,POINT (-113.38006103250677 53.60325065921429),105,210,2,3,7
31553,Funnel ball,Plastic,School Board,POINT (-113.64633140499622 53.50606819677627),135,97,5,4,8
498171,Net Post,Metal,Community League,POINT (-113.51034565555184 53.494348708795776),50,19,6,5,2
527122,Home plate,Plastic,Parks,POINT (-113.50334522837967 53.45144311154361),163,109,8,6,2
462611,Net Post,Metal,Parks,POINT (-113.55877278305547 53.56092089237346),19,209,3,1,5
363251,Basketball Net,Metal,Parks,POINT (-113.63466205458555 53.50570638775014),135,97,5,4,8
31760,Frisbee Golf,Metal,Parks,POINT (-113.39316306846715 53.55453919720926),195,176,4,3,10
518049,Pitching Board,Plastic,Parks,POINT (-113.62492651523992 53.50731106375174),60,97,5,4,8
498016,Net Post,Metal,Community League,POINT (-113.53143728206382 53.48496512452955),148,197,6,5,2
341089,Basketball Net,Metal,Parks,POINT (-113.45578421124678 53.60545835850794),15,165,2,3,10
465876,Home plate,Plastic,Parks,POINT (-113.51371384578042 53.55648855003466),179,220,3,5,9
473494,Home plate,Plastic,Parks,POINT (-113.532931936093 53.62552248023229),190,122,1,1,6
,Skateboard Fixture,Metal,Unknown,POINT (-113.54527713971797 53.58953570575787),62,105,1,1,5
818969,Bike Bump Fixture,Unknown,Parks,POINT (-113.42517576705322 53.5559861675963),41,31,4,5,11
31846,Basketball Net,Metal,Parks,POINT (-113.52325694244823 53.48057973496756),110,13,6,6,2
484436,Funnel ball,Plastic,School Board,POINT (-113.41093490650617 53.58701574474048),233,29,2,3,7
551594,Basketball Net,Metal,Parks,POINT (-113.63787737154597 53.49802508883765),69,25,5,4,8
31874,Tetherball Pole,Metal,School Board,POINT (-113.5556441255541 53.54417765895356),139,145,3,5,9
527118,Net Post,Metal,Community League,POINT (-113.50339957204045 53.448225965540836),163,109,8,6,2
743147,Funnel ball,Metal,Parks,POINT (-113.68002443355536 53.52915220099195),155,158,3,4,1
31742,Tetherball Pole,Metal,School Board,POINT (-113.43521448927687 53.539808492093876),184,125,4,5,11
495002,Frisbee Golf,Metal,Parks,POINT (-113.39364769373958 53.55585758132731),195,176,4,3,10
31934,Basketball Net,Metal,Parks,POINT (-113.52542873592849 53.616022625403346),190,122,1,1,6
31789,Tetherball Pole,Metal,Parks,POINT (-113.39014919228498 53.573764645837485),243,177,4,3,10
485150,Net Post,Metal,Parks,POINT (-113.51437461285738 53.51976706527285),286,9,6,5,11
619305,Basketball Net,Unknown,Parks,POINT (-113.47361923030012 53.626700203858206),106,163,1,2,6
31631,Tetherball Pole,Metal,School Board,POINT (-113.44071004439591 53.44845453673417),117,34,9,7,3
528754,Home plate,Plastic,Parks,POINT (-113.6357340074695 53.53299409727107),132,159,3,4,1
498331,Basketball Net,Metal,School Board,POINT (-113.39252272320502 53.56130741688413),232,176,4,3,10
459917,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.54207862944872 53.49961831892645),277,185,6,5,2
31908,Tetherball Pole,Metal,School Board,POINT (-113.52419754098261 53.544158092658975),182,144,4,5,9
344882,Home plate,Plastic,Parks,POINT (-113.48037496187492 53.60418696712654),2,161,1,2,10
514684,Basketball Net,Metal,School Board,POINT (-113.40176347883637 53.572653717418035),33,177,4,3,10
437487,Net Post,Plastic,Parks,POINT (-113.44360180018164 53.45606247228884),55,238,9,7,3
578303,Basketball Net,Metal,Parks,POINT (-113.48429636285837 53.55629453729661),367,130,4,5,9
518051,Home plate,Plastic,Parks,POINT (-113.62501401665125 53.50718059255111),60,97,5,4,8
550968,Basketball Net,Unknown,Parks,POINT (-113.56799784276927 53.49154787405109),240,180,6,6,12
434535,Basketball Net,Metal,Parks,POINT (-113.42938800534543 53.449793642162604),245,14,9,7,3
551165,Basketball Net,Metal,Parks,POINT (-113.50609992125196 53.5553745497082),181,220,3,5,9
523131,Basketball Net,Metal,Parks,POINT (-113.4744614750475 53.607485638254666),1,162,1,2,6
532070,Net Post,Metal,Parks,POINT (-113.52334430995565 53.480972949201295),110,13,6,6,2
331806,Home plate,Plastic,Parks,POINT (-113.50809347175687 53.472016628038645),143,20,6,6,2
481513,Net Post,Metal,Community League,POINT (-113.52472637981978 53.493721690862984),51,197,6,5,2
522711,Funnel ball,Plastic,Parks,POINT (-113.45692876814317 53.5928710953479),237,164,2,3,10
533846,Net Post,Metal,Citizen Services,POINT (-113.49810484773597 53.511427506178066),13,10,6,5,11
31853,Basketball Net,Metal,Parks,POINT (-113.52277569188604 53.48058001229209),110,13,6,6,2
614334,Net Post,Wood,Parks,POINT (-113.38621228858787 53.44643838518021),328,119,9,7,4
528399,Home plate,Plastic,Parks,POINT (-113.48259722452157 53.587335958217004),38,152,1,2,10
452243,Home plate,Plastic,Parks,POINT (-113.54767084003005 53.596663134074596),86,50,1,1,5
434348,Net Post,Metal,Community League,POINT (-113.57088757351647 53.553626421401404),7,195,3,1,9
,Basketball Net,Metal,Unknown,POINT (-113.4878861841989 53.5607862148752),42,130,4,3,10
422213,Home plate,Plastic,Parks,POINT (-113.54393542218676 53.59023790561882),62,105,1,1,5
31857,Tetherball Pole,Metal,School Board,POINT (-113.52307179619356 53.49149348628898),51,197,6,5,2
31777,Basketball Net,Wood,Parks,POINT (-113.40724062632867 53.5739190371122),33,177,4,3,10
31785,Frisbee Golf,Metal,Parks,POINT (-113.38804875673245 53.55709708798979),195,176,4,3,10
759242,Mileage Marker,Plastic,Citizen Services,POINT (-113.38229513564335 53.569387280378024),195,176,4,3,10
524544,Basketball Net,Metal,Parks,POINT (-113.60706160952907 53.533766893099546),31,93,5,1,1
342863,Basketball Net,Metal,Parks,POINT (-113.45857305681608 53.621949813200885),169,167,2,2,6
481789,Home plate,Plastic,Parks,POINT (-113.50824014231199 53.4855801801011),26,19,6,5,2
432672,Home plate,Plastic,Parks,POINT (-113.64974787962778 53.489239122823335),399,26,5,4,8
31595,Basketball Net,Metal,Parks,POINT (-113.52499038983493 53.45900493147034),140,171,6,6,2
484431,Home plate,Plastic,Parks,POINT (-113.40963212940603 53.58555603846166),233,29,2,3,7
422829,Home plate,Plastic,Parks,POINT (-113.52603908594054 53.606177969200054),249,225,1,1,5
518009,Funnel ball,Metal,School Board,POINT (-113.62212461837741 53.508822419647025),60,97,5,4,8
485157,Tetherball Pole,Metal,School Board,POINT (-113.51239926443647 53.52208991435869),286,9,6,5,11
466350,Home plate,Plastic,Parks,POINT (-113.60737476819756 53.56716416182162),114,204,3,1,1
31953,Basketball Net,Metal,Parks,POINT (-113.50527957651336 53.47279816256373),143,20,6,6,2
359650,Home plate,Plastic,Parks,POINT (-113.68742910625365 53.490556358186794),361,5,5,4,8
,Home plate,Plastic,Unknown,POINT (-113.50867999540246 53.4856586637701),26,19,6,5,2
532075,Net Post,Metal,Parks,POINT (-113.52286628139161 53.48097231867399),110,13,6,6,2
434359,Basketball Net,Metal,Parks,POINT (-113.56767618063328 53.552490976442144),7,195,3,1,9
31583,Basketball Net,Metal,Parks,POINT (-113.57729680171113 53.45936139302689),284,69,8,6,12
31993,Other,Wood,School Board,POINT (-113.48978440845626 53.52111465227974),315,12,6,5,11
530648,Skateboard Fixture,Plastic,Parks,POINT (-113.36835216693608 53.50225871498836),295,39,7,5,3
31866,Basketball Net,Metal,Community League,POINT (-113.597747512327 53.547881122737806),30,87,3,1,1
750189,Bike Bump Fixture,Wood,Parks,POINT (-113.53957586595968 53.56605162907129),104,48,3,1,5
470690,Home plate,Plastic,Parks,POINT (-113.53664797298893 53.457600119697204),79,170,6,6,2
495011,Frisbee Golf,Metal,Parks,POINT (-113.38942846756139 53.55602239406156),195,176,4,3,10
550998,Basketball Net,Unknown,School Board,POINT (-113.52275379798132 53.49104997704295),51,197,6,5,2
760421,Mileage Marker,Metal,Citizen Services,POINT (-113.45459038849823 53.55201610171909),289,1,4,5,11
470386,Home plate,Plastic,Parks,POINT (-113.55337641461065 53.56824003035427),19,209,3,1,5
469458,Basketball Net,Metal,Parks,POINT (-113.52744158459024 53.61246199947374),170,225,1,1,5
414418,Home plate,Plastic,Parks,POINT (-113.47914647903423 53.459696798192915),115,237,9,7,3
760419,Mileage Marker,Metal,Citizen Services,POINT (-113.45654000003081 53.55280853322541),289,1,4,5,11
441195,Home plate,Plastic,Parks,POINT (-113.45791037469932 53.47009150417039),40,239,7,7,3
564770,Basketball Net,Metal,Parks,POINT (-113.37021699271352 53.458632708516724),230,134,7,7,4
351697,Skateboard Fixture,Metal,Parks,POINT (-113.47275869228342 53.54136691940864),352,153,4,5,9
414432,Pitching Board,Plastic,Parks,POINT (-113.4832316559116 53.462296582828436),115,237,9,7,3
528909,Basketball Net,Plastic,Parks,POINT (-113.68860859844294 53.53524758607614),177,158,3,4,1
481673,Basketball Net,Metal,Parks,POINT (-113.46977002471284 53.58040679431351),35,155,4,3,10
345928,Basketball Net,Metal,Community League,POINT (-113.48132483849218 53.51368636127007),156,66,7,5,3
340558,Home plate,Plastic,Parks,POINT (-113.58358597760962 53.52098946302537),39,83,5,4,1
515066,Home plate,Plastic,Parks,POINT (-113.39374960432998 53.59522050069051),391,199,2,3,7
31737,Basketball Net,Metal,Parks,POINT (-113.45725558352275 53.60767016763916),167,166,2,3,6
31816,Basketball Net,Metal,Parks,POINT (-113.3724041495192 53.6106110055112),321,210,2,3,7
470944,Home plate,Plastic,Parks,POINT (-113.37958358205513 53.60551705670344),105,210,2,3,7
,Net Post,Metal,Unknown,POINT (-113.48461810338394 53.50684385418972),272,67,7,5,3
439734,Funnel ball,Plastic,School Board,POINT (-113.58681009439394 53.55632818117688),6,188,3,1,1
529682,Home plate,Plastic,Parks,POINT (-113.59093287195928 53.514698498629194),241,116,5,4,8
31893,Funnel ball,Plastic,School Board,POINT (-113.56062535799578 53.567095688498235),19,209,3,1,5
551607,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.68502336077715 53.53510632327142),177,158,3,4,1
485140,Net Post,Metal,Parks,POINT (-113.51402828393816 53.51938170890703),286,9,6,5,11
495015,Net Post,Metal,Parks,POINT (-113.38738688863428 53.55343334805656),195,176,4,3,10
550878,Basketball Net,Metal,School Board,POINT (-113.53975358597806 53.475187868932885),255,170,6,6,2
429489,Basketball Net,Metal,Parks,POINT (-113.44869653060728 53.446422671272444),117,34,9,7,3
459927,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.68375562943883 53.52143381769364),222,158,3,4,1
532428,Funnel ball,Metal,Parks,POINT (-113.43654010618573 53.53076534487077),23,123,7,5,11
361649,Home plate,Plastic,Parks,POINT (-113.37927516303019 53.47057940505413),74,135,7,7,4
428611,Home plate,Plastic,Parks,POINT (-113.56167891889741 53.57456621781907),49,215,3,1,5
481952,Skateboard Fixture,Metal,Parks,POINT (-113.59659023869614 53.45397462325714),261,79,8,6,12
31557,Funnel ball,Plastic,Parks,POINT (-113.63550867181931 53.50543874352992),135,97,5,4,8
431630,Net Post,Metal,Parks,POINT (-113.49733753259281 53.55463069740086),181,220,3,5,9
31806,Tetherball Pole,Metal,School Board,POINT (-113.39208590950986 53.59375981783846),391,199,2,3,7
501947,Home plate,Plastic,Parks,POINT (-113.54144833311415 53.5540910083342),164,198,3,5,9
340976,Basketball Net,Metal,Community League,POINT (-113.50410428988977 53.44874413608522),163,109,8,6,2
31952,Basketball Net,Metal,Parks,POINT (-113.50525587914233 53.47268571198167),143,20,6,6,2
525202,Home plate,Plastic,Parks,POINT (-113.47676348041048 53.50347086222425),272,67,7,5,3
518027,Foul Pole,Metal,Parks,POINT (-113.62671636860723 53.508595673660636),60,97,5,4,8
414409,Home plate,Plastic,Parks,POINT (-113.47911274505748 53.46128627636911),115,237,9,7,3
422331,Basketball Net,Metal,Parks,POINT (-113.51391225496931 53.41961463367901),126,100,8,6,2
31922,Funnel ball,Plastic,Parks,POINT (-113.53090239132145 53.59594165877057),253,49,1,1,5
414425,Home plate,Plastic,Parks,POINT (-113.4797666283616 53.46079673661482),115,237,9,7,3
31713,Basketball Net,Metal,Parks,POINT (-113.47682706145619 53.60746904498341),1,162,1,2,6
32015,Basketball Net,Metal,Parks,POINT (-113.51149545615515 53.590149403229326),36,223,1,2,5
353927,Home plate,Plastic,Parks,POINT (-113.42805381817857 53.44273599840197),251,14,9,7,3
340464,Basketball Net,Metal,Parks,POINT (-113.54679240676616 53.559144531763714),104,48,3,1,5
557141,Home plate,Plastic,Parks,POINT (-113.40671337026022 53.4793168705173),125,58,7,7,3
430227,Chess Table,Metal,Parks,POINT (-113.47597062000621 53.55196517142261),154,153,4,5,9
745941,Net Post,Metal,Community League,POINT (-113.58839314520556 53.50866812459342),68,16,5,4,8
31918,Tetherball Pole,Metal,School Board,POINT (-113.55047380496755 53.59708062145142),86,50,1,1,5
31717,Basketball Net,Metal,Parks,POINT (-113.47669155537615 53.60761777521968),1,162,1,2,6
536615,Basketball Net,Metal,Parks,POINT (-113.50120073621211 53.51980071505938),315,9,6,5,11
31707,Basketball Net,Metal,School Board,POINT (-113.4545040749681 53.59600894436897),237,164,2,3,10
532425,Basketball Net,Metal,Parks,POINT (-113.43832137432612 53.531834719206365),23,123,7,5,11
494980,Net Post,Metal,Parks,POINT (-113.3829157598605 53.55989836537114),195,176,4,3,10
,Skateboard Fixture,Metal,Unknown,POINT (-113.64376642894254 53.53276705994286),132,159,3,4,1
478308,Net Post,Metal,Parks,POINT (-113.45831215521555 53.54434015025298),289,1,4,5,11
610646,Home plate,Plastic,Parks,POINT (-113.569146586653 53.52503576693477),32,115,5,5,1
341327,Basketball Net,Metal,Parks,POINT (-113.4007938336463 53.475969920162626),125,58,7,7,3
516664,Home plate,Plastic,Parks,POINT (-113.46862322274819 53.5233229622941),269,80,4,5,11
529686,Basketball Net,Metal,School Board,POINT (-113.5941959677496 53.514896370565786),241,116,5,4,8
441743,Home plate,Plastic,Parks,POINT (-113.52088596052845 53.416925651630216),168,117,8,6,12
342867,Skateboard Fixture,Metal,Parks,POINT (-113.45942818418385 53.6218817064058),169,167,2,2,6
31722,Basketball Net,Metal,Parks,POINT (-113.47059439340264 53.61921239428617),106,163,1,2,6
342095,Home plate,Plastic,Parks,POINT (-113.5021854794397 53.58857553486878),36,223,1,2,5
340469,Basketball Net,Metal,Parks,POINT (-113.54005952111025 53.566044275422875),104,48,3,1,5
494996,Home plate,Plastic,Parks,POINT (-113.38508379923027 53.55792739833136),195,176,4,3,10
524542,Basketball Net,Metal,Parks,POINT (-113.60735492998863 53.53374941371696),31,93,5,1,1
476745,Funnel ball,Plastic,Parks,POINT (-113.34302755587605 53.65721054073005),369,234,2,3,7
522091,Net Post,Metal,Parks,POINT (-113.47052237513056 53.53680871539254),398,126,4,5,11
527114,Net Post,Metal,Community League,POINT (-113.50384225709045 53.44822780478325),163,109,8,6,2
501019,Net Post,Metal,Parks,POINT (-113.4520811627197 53.563570140493965),130,153,4,3,10
469452,Home plate,Plastic,Parks,POINT (-113.5274082071824 53.60912992110515),170,225,1,1,5
336840,Other,Metal,Parks,POINT (-113.49784888580177 53.61643553715621),192,236,1,2,6
,Basketball Net,Metal,Unknown,POINT (-113.4260888661627 53.4714269219635),21,57,7,7,3
518038,Foul Pole,Metal,Parks,POINT (-113.62528357145509 53.5067215682656),60,97,5,4,8
551003,Basketball Net,Unknown,School Board,POINT (-113.5233935384239 53.4916469246026),51,197,6,5,2
758538,Mileage Marker,Other,Citizen Services,POINT (-113.53301714083747 53.53747598878052),344,144,4,5,9
32020,Basketball Net,Metal,Parks,POINT (-113.50267308160564 53.588829778095125),36,223,1,2,5
597486,Net Post,Metal,Parks,POINT (-113.56286910110566 53.477912229776685),194,160,6,6,12
476273,Home plate,Plastic,Parks,POINT (-113.39208671976294 53.613472119485856),336,184,2,3,7
438923,Home plate,Plastic,Parks,POINT (-113.63631536375348 53.4984734790302),69,25,5,4,8
31904,Basketball Net,Wood,School Board,POINT (-113.55496942952836 53.54389742123461),139,145,3,5,9
414963,Home plate,Plastic,Parks,POINT (-113.45777338830995 53.46249349978341),54,56,9,7,3
746692,Other,Metal,Citizen Services,POINT (-113.49950077077904 53.51095674846229),13,10,6,5,11
613510,Basketball Net,Metal,Parks,POINT (-113.39994452066932 53.46264102612888),108,65,9,7,4
498168,Skateboard Fixture,Metal,Parks,POINT (-113.50020973004146 53.49580199799567),50,19,6,5,2
751778,Home plate,Plastic,Parks,POINT (-113.55660074373702 53.398634642734024),290,82,8,6,12
476859,Home plate,Plastic,Parks,POINT (-113.38776915069485 53.60472846499215),144,184,2,3,7
31670,Tetherball Pole,Metal,Parks,POINT (-113.50015908191381 53.576309833973326),5,151,3,1,5
412670,Basketball Net,Metal,Community League,POINT (-113.40490099996168 53.441177608458936),186,7,9,7,4
412959,Home plate,Plastic,Parks,POINT (-113.38388686602018 53.47971047261232),76,135,7,7,4
470628,Net Post,Metal,Community League,POINT (-113.52536596912712 53.457776461269155),140,171,6,6,2
335397,Home plate,Plastic,Parks,POINT (-113.64688869931756 53.51741817794884),34,94,3,4,1
412056,Net Post,Metal,Community League,POINT (-113.57545169462895 53.49095382519191),259,178,6,6,12
551085,Basketball Net,Metal,Parks,POINT (-113.46459898023606 53.53242823891113),342,126,4,5,11
527718,Basketball Net,Metal,Parks,POINT (-113.43051942831202 53.52068419079137),266,75,7,5,11
336772,Home plate,Plastic,Parks,POINT (-113.40273570787477 53.57337591656491),33,177,4,3,10
515065,Home plate,Plastic,Parks,POINT (-113.3950324559238 53.59548635821531),391,199,2,3,7
759237,Mileage Marker,Plastic,Citizen Services,POINT (-113.37999130362572 53.57135273299846),195,176,4,3,10
31740,Funnel ball,Plastic,School Board,POINT (-113.45039067343005 53.609777506383175),167,166,2,3,6
530653,Basketball Net,Plastic,Parks,POINT (-113.36761659872666 53.50249030127681),295,39,7,5,3
527705,Home plate,Metal,Parks,POINT (-113.43252599687328 53.523259398890794),266,75,7,5,11
